Date,Price
2018-10-23,14930.6
2018-10-24,14202.3
2018-10-25,14493.6
2018-10-26,14748.5
2018-10-27,14704.0
2018-10-28,14615.0
2018-10-29,14675.7
2018-10-30,14675.7
2018-10-31,14784.9
2018-11-01,14566.4
2018-11-02,14493.6
2018-11-03,14639.0
2018-11-04,14631.0
2018-11-05,14493.6
2018-11-06,14202.3
2018-11-07,14165.9
2018-11-08,14275.1
2018-11-09,13838.1
2018-11-10,14195.0
2018-11-11,14135.0
2018-11-12,14129.4
2018-11-13,13947.4
2018-11-14,13801.7
2018-11-15,13765.3
2018-11-16,13983.8
2018-11-17,13925.0
2018-11-18,13884.0
2018-11-19,13983.8
2018-11-20,13983.8
2018-11-21,14238.7
2018-11-22,14165.9
2018-11-23,13983.8
2018-11-24,14071.0
2018-11-25,14088.0
2018-11-26,13983.8
2018-11-27,14202.3
2018-11-28,14129.4
2018-11-29,14347.9
2018-11-30,14202.3
2018-12-01,14173.0
2018-12-02,14210.0
2018-12-03,14566.4
2018-12-04,14639.3
2018-12-05,14930.6
2018-12-06,15804.6
2018-12-07,16897.1
2018-12-08,15367.0
2018-12-09,15527.0
2018-12-10,18062.4
2018-12-11,18645.0
2018-12-12,17771.0
2018-12-13,18098.8
2018-12-14,18062.4
2018-12-15,18127.0
2018-12-16,18140.0
2018-12-17,17625.4
2018-12-18,16678.6
2018-12-19,16969.9
2018-12-20,17152.0
2018-12-21,16678.6
2018-12-22,17020.0
2018-12-23,16899.0
2018-12-24,17115.6
2018-12-25,17042.7
2018-12-26,17115.6
2018-12-27,16897.1
2018-12-28,17479.7
2018-12-29,17130.0
2018-12-30,17133.0
2018-12-31,17151.0
2019-01-01,17158.0
2019-01-02,17406.9
2019-01-03,17115.6
2019-01-04,16715.0
2019-01-05,17109.0
2019-01-06,17100.0
2019-01-07,17042.7
2019-01-08,17042.7
2019-01-09,17115.6
2019-01-10,17042.7
2019-01-11,17115.6
2019-01-12,17071.0
2019-01-13,17077.0
2019-01-14,17224.8
2019-01-15,17042.7
2019-01-16,16824.2
2019-01-17,17079.1
2019-01-18,18244.5
2019-01-19,17283.0
2019-01-20,17294.0
2019-01-21,19519.0
2019-01-22,19519.0
2019-01-23,19664.7
2019-01-24,18863.5
2019-01-25,18863.5
2019-01-26,19285.0
2019-01-27,19239.0
2019-01-28,19300.5
2019-01-29,19919.6
2019-01-30,19591.8
2019-01-31,19300.5
2019-02-01,19300.5
2019-02-02,19482.0
2019-02-03,19518.0
2019-02-04,19438.0
2019-02-05,19407.0
2019-02-06,19429.0
2019-02-07,19454.0
2019-02-08,19449.0
2019-02-09,19435.0
2019-02-10,19434.0
2019-02-11,19300.5
2019-02-12,20647.9
2019-02-13,21194.2
2019-02-14,20757.2
2019-02-15,20684.3
2019-02-16,20516.0
2019-02-17,20759.0
2019-02-18,21412.7
2019-02-19,21631.1
2019-02-20,21704.0
2019-02-21,20866.4
2019-02-22,20830.0
2019-02-23,21288.0
2019-02-24,21263.0
2019-02-25,20538.7
2019-02-26,20757.2
2019-02-27,21121.3
2019-02-28,20866.4
2019-03-01,20939.2
2019-03-02,20844.0
2019-03-03,20905.0
2019-03-04,21704.0
2019-03-05,22468.7
2019-03-06,21849.6
2019-03-07,21485.5
2019-03-08,21740.4
2019-03-09,21849.0
2019-03-10,21878.0
2019-03-11,21558.3
2019-03-12,22505.1
2019-03-13,22505.1
2019-03-14,22505.1
2019-03-15,22796.5
2019-03-16,22374.0
2019-03-17,22537.0
2019-03-18,22942.1
2019-03-19,22213.8
2019-03-20,21849.6
2019-03-21,20757.2
2019-03-22,21339.8
2019-03-23,21820.0
2019-03-24,21596.0
2019-03-25,20866.4
2019-03-26,20902.8
2019-03-27,21776.8
2019-03-28,22031.7
2019-03-29,21849.6
2019-03-30,21485.0
2019-03-31,21609.0
2019-04-01,21594.7
2019-04-02,21849.6
2019-04-03,21813.2
2019-04-04,21813.2
2019-04-05,23306.3
2019-04-06,22075.0
2019-04-07,22171.0
2019-04-08,24617.3
2019-04-09,23888.9
2019-04-10,23743.3
2019-04-11,24180.3
2019-04-12,24034.6
2019-04-13,24092.0
2019-04-14,23987.0
2019-04-15,24007.0
2019-04-16,23634.0
2019-04-17,22578.0
2019-04-18,21631.1
2019-04-19,21995.3
2019-04-20,22769.0
2019-04-21,22521.0
2019-04-22,21776.8
2019-04-23,21995.3
2019-04-24,22031.7
2019-04-25,21995.3
2019-04-26,22141.0
2019-04-27,21988.0
2019-04-28,22030.0
2019-04-29,22037.0
2019-04-30,22038.0
2019-05-01,22046.0
2019-05-02,20611.5
2019-05-03,20975.7
2019-05-04,21541.0
2019-05-05,21442.0
2019-05-06,21048.5
2019-05-07,20830.0
2019-05-08,20830.0
2019-05-09,20502.2
2019-05-10,20684.3
2019-05-11,20779.0
2019-05-12,20725.0
2019-05-13,21485.5
2019-05-14,21121.3
2019-05-15,21631.1
2019-05-16,21485.5
2019-05-17,22141.0
2019-05-18,21572.0
2019-05-19,21590.0
2019-05-20,23160.6
2019-05-21,23888.9
2019-05-22,23306.3
2019-05-23,24034.6
2019-05-24,24762.9
2019-05-25,23830.0
2019-05-26,23964.0
2019-05-27,26365.2
2019-05-28,27312.1
2019-05-29,28841.5
2019-05-30,26838.6
2019-05-31,25855.4
2019-06-01,27042.0
2019-06-02,27177.0
2019-06-03,24107.4
2019-06-04,24471.6
2019-06-05,25127.1
2019-06-06,25673.3
2019-06-07,25709.7
2019-06-08,25017.0
2019-06-09,25199.0
2019-06-10,26328.8
2019-06-11,27530.6
2019-06-12,27093.6
2019-06-13,26073.9
2019-06-14,26875.1
2019-06-15,26780.0
2019-06-16,26870.0
2019-06-17,26838.6
2019-06-18,26583.7
2019-06-19,26438.1
2019-06-20,26656.6
2019-06-21,27312.1
2019-06-22,26765.0
2019-06-23,26751.0
2019-06-24,28768.7
2019-06-25,28623.0
2019-06-26,28149.6
2019-06-27,27821.9
2019-06-28,27457.7
2019-06-29,28164.0
2019-06-30,28043.0
2019-07-01,27676.2
2019-07-02,27821.9
2019-07-03,27967.5
2019-07-04,27676.2
2019-07-05,27603.4
2019-07-06,27749.0
2019-07-07,27763.0
2019-07-08,27348.5
2019-07-09,26583.7
2019-07-10,27093.6
2019-07-11,27239.2
2019-07-12,27967.5
2019-07-13,27246.0
2019-07-14,27226.0
2019-07-15,27785.5
2019-07-16,27967.5
2019-07-17,29897.6
2019-07-18,30553.1
2019-07-19,29861.2
2019-07-20,29212.0
2019-07-21,29498.0
2019-07-22,29533.4
2019-07-23,30225.3
2019-07-24,31454.5
2019-07-25,32162.3
2019-07-26,32083.6
2019-07-27,31091.0
2019-07-28,31403.0
2019-07-29,32240.9
2019-07-30,32005.0
2019-07-31,29803.2
2019-08-01,29410.0
2019-08-02,30432.3
2019-08-03,30778.0
2019-08-04,30485.0
2019-08-05,29331.4
2019-08-06,29056.1
2019-08-07,28780.9
2019-08-08,28938.2
2019-08-09,29881.8
2019-08-10,29197.0
2019-08-11,29170.0
2019-08-12,29881.8
2019-08-13,28702.3
2019-08-14,30707.5
2019-08-15,31572.5
2019-08-16,32870.0
2019-08-17,30746.0
2019-08-18,30919.0
2019-08-19,32162.3
2019-08-20,32476.8
2019-08-21,32398.2
2019-08-22,32594.8
2019-08-23,32162.3
2019-08-24,32358.0
2019-08-25,32398.0
2019-08-26,31336.6
2019-08-27,31729.8
2019-08-28,31140.0
2019-08-29,30982.7
2019-08-30,31218.6
2019-08-31,31281.0
2019-09-01,31270.0
2019-09-02,31178.0
2019-09-03,30668.2
2019-09-04,30353.6
2019-09-05,30117.7
2019-09-06,30196.4
2019-09-07,30502.0
2019-09-08,30367.0
2019-09-09,29881.8
2019-09-10,29095.4
2019-09-11,29016.8
2019-09-12,30275.0
2019-09-13,30589.5
2019-09-14,29771.0
2019-09-15,29749.0
2019-09-16,30589.5
2019-09-17,30275.0
2019-09-18,30117.7
2019-09-19,30117.7
2019-09-20,29410.0
2019-09-21,30101.0
2019-09-22,30004.0
2019-09-23,29331.4
2019-09-24,28741.6
2019-09-25,29016.8
2019-09-26,28938.2
2019-09-27,28584.3
2019-09-28,28922.0
2019-09-29,28840.0
2019-09-30,29567.3
2019-10-01,29488.6
2019-10-02,29252.7
2019-10-03,30078.4
2019-10-04,29881.8
2019-10-05,29653.0
2019-10-06,29670.0
2019-10-07,29410.0
2019-10-08,29724.5
2019-10-09,29724.5
2019-10-10,30039.1
2019-10-11,30039.1
2019-10-12,29787.0
2019-10-13,29862.0
2019-10-14,30039.1
2019-10-15,29763.9
2019-10-16,29881.8
2019-10-17,30275.0
2019-10-18,30078.4
2019-10-19,30007.0
2019-10-20,30001.0
2019-10-21,29410.0
2019-10-22,30117.7
2019-10-23,30589.5
2019-10-24,30864.8
2019-10-25,30432.3
2019-10-26,30282.0
2019-10-27,30457.0
2019-10-28,30275.0
2019-10-29,30275.0
2019-10-30,30196.4
2019-10-31,30078.4
2019-11-01,30196.4
2019-11-02,30204.0
2019-11-03,30190.0
2019-11-04,30510.9
2019-11-05,30432.3
2019-11-06,30510.9
2019-11-07,30668.2
2019-11-08,30825.4
2019-11-09,30589.0
2019-11-10,30605.0
2019-11-11,31061.4
2019-11-12,30982.7
2019-11-13,30864.8
2019-11-14,30668.2
2019-11-15,30550.2
2019-11-16,30825.0
2019-11-17,30778.0
2019-11-18,30314.3
2019-11-19,30314.3
2019-11-20,29881.8
2019-11-21,30039.1
2019-11-22,29881.8
2019-11-23,30086.0
2019-11-24,30040.0
2019-11-25,29763.9
2019-11-26,29803.2
2019-11-27,29803.2
2019-11-28,29724.5
2019-11-29,29724.5
2019-11-30,29763.0
2019-12-01,29763.0
2019-12-02,29095.4
2019-12-03,29174.1
2019-12-04,29449.3
2019-12-05,29881.8
2019-12-06,29763.9
2019-12-07,29472.0
2019-12-08,29548.0
2019-12-09,29488.6
2019-12-10,29488.6
2019-12-11,29410.0
2019-12-12,28938.2
2019-12-13,28938.2
2019-12-14,29252.0
2019-12-15,29205.0
2019-12-16,28938.2
2019-12-17,28938.2
2019-12-18,29056.1
2019-12-19,28309.1
2019-12-20,28623.6
2019-12-21,28773.0
2019-12-22,28740.0
2019-12-23,28309.1
2019-12-24,28269.8
2019-12-25,28269.8
2019-12-26,28230.4
2019-12-27,28269.8
2019-12-28,28269.0
2019-12-29,28261.0
2019-12-30,27680.0
2019-12-31,28230.4
2020-01-01,28142.0
2020-01-02,28230.4
2020-01-03,28151.8
2020-01-04,28086.0
2020-01-05,28168.0
2020-01-06,28309.1
2020-01-07,28309.1
2020-01-08,28151.8
2020-01-09,27522.7
2020-01-10,27522.7
2020-01-11,27963.0
2020-01-12,27893.0
2020-01-13,27404.8
2020-01-14,27208.2
2020-01-15,27365.4
2020-01-16,27208.2
2020-01-17,27129.5
2020-01-18,27263.0
2020-01-19,27234.0
2020-01-20,27129.5
2020-01-21,26421.8
2020-01-22,27050.9
2020-01-23,27019.0
2020-01-24,26971.0
2020-01-25,26918.0
2020-01-26,26876.0
2020-01-27,26966.0
2020-01-28,26950.0
2020-01-29,26936.0
2020-01-30,26264.5
2020-01-31,25163.6
2020-02-01,26456.0
2020-02-02,26354.0
2020-02-03,23512.3
2020-02-04,24259.3
2020-02-05,23630.2
2020-02-06,24377.3
2020-02-07,24534.5
2020-02-08,24062.0
2020-02-09,24172.0
2020-02-10,24141.4
2020-02-11,24062.7
2020-02-12,23905.4
2020-02-13,23590.9
2020-02-14,25006.4
2020-02-15,24141.0
2020-02-16,24141.0
2020-02-17,24770.4
2020-02-18,24927.7
2020-02-19,25242.3
2020-02-20,25950.0
2020-02-21,25950.0
2020-02-22,25368.0
2020-02-23,25487.0
2020-02-24,24141.4
2020-02-25,24141.4
2020-02-26,23590.9
2020-02-27,24141.4
2020-02-28,23905.4
2020-02-29,23984.0
2020-03-01,23952.0
2020-03-02,23905.4
2020-03-03,24455.9
2020-03-04,24377.3
2020-03-05,24298.6
2020-03-06,24220.0
2020-03-07,24251.0
2020-03-08,24320.0
2020-03-09,22529.3
2020-03-10,23040.4
2020-03-11,21428.4
2020-03-12,19934.3
2020-03-13,18715.4
2020-03-14,21129.0
2020-03-15,20849.0
2020-03-16,18676.1
2020-03-17,18322.3
2020-03-18,18243.6
2020-03-19,18243.6
2020-03-20,18165.0
2020-03-21,18330.0
2020-03-22,18260.0
2020-03-23,16906.8
2020-03-24,16906.8
2020-03-25,18007.7
2020-03-26,18243.6
2020-03-27,18243.6
2020-03-28,17661.0
2020-03-29,17812.0
2020-03-30,18086.4
2020-03-31,17693.2
2020-04-01,17929.1
2020-04-02,17836.0
2020-04-03,18872.7
2020-04-04,18083.0
2020-04-05,18082.0
2020-04-06,20052.3
2020-04-07,21153.2
2020-04-08,20248.9
2020-04-09,20838.6
2020-04-10,20838.6
2020-04-11,20626.0
2020-04-12,20741.0
2020-04-13,20838.6
2020-04-14,21153.2
2020-04-15,21782.3
2020-04-16,22607.9
2020-04-17,23197.7
2020-04-18,21915.0
2020-04-19,22131.0
2020-04-20,23355.0
2020-04-21,21742.9
2020-04-22,22018.2
2020-04-23,22568.6
2020-04-24,22961.8
2020-04-25,22529.0
2020-04-26,22364.0
2020-04-27,22568.6
2020-04-28,22411.4
2020-04-29,22529.3
2020-04-30,22480.0
2020-05-01,22470.0
2020-05-02,22491.0
2020-05-03,22476.0
2020-05-04,22254.1
2020-05-05,22214.8
2020-05-06,22214.8
2020-05-07,22725.9
2020-05-08,22490.0
2020-05-09,22379.0
2020-05-10,22404.0
2020-05-11,22372.0
2020-05-12,22804.5
2020-05-13,23119.1
2020-05-14,22725.9
2020-05-15,22804.5
2020-05-16,22765.0
2020-05-17,22843.0
2020-05-18,22411.4
2020-05-19,22411.4
2020-05-20,22214.8
2020-05-21,22214.8
2020-05-22,22018.2
2020-05-23,22254.0
2020-05-24,22222.0
2020-05-25,22175.4
2020-05-26,22096.8
2020-05-27,21900.2
2020-05-28,21939.5
2020-05-29,21900.2
2020-05-30,22002.0
2020-05-31,21967.0
2020-06-01,21900.2
2020-06-02,21821.6
2020-06-03,21939.5
2020-06-04,22175.4
2020-06-05,22175.4
2020-06-06,22002.0
2020-06-07,22022.0
2020-06-08,23708.9
2020-06-09,24770.4
2020-06-10,23905.4
2020-06-11,22254.1
2020-06-12,22804.5
2020-06-13,23488.0
2020-06-14,23444.0
2020-06-15,22411.4
2020-06-16,22490.0
2020-06-17,22686.6
2020-06-18,23512.3
2020-06-19,24141.4
2020-06-20,23048.0
2020-06-21,23175.0
2020-06-22,24141.4
2020-06-23,24377.3
2020-06-24,24141.4
2020-06-25,23748.2
2020-06-26,24455.9
2020-06-27,24172.0
2020-06-28,24178.0
2020-06-29,24220.0
2020-06-30,24416.6
2020-07-01,24377.3
2020-07-02,24495.2
2020-07-03,23748.2
2020-07-04,24251.0
2020-07-05,24257.0
2020-07-06,23787.5
2020-07-07,23748.2
2020-07-08,23040.4
2020-07-09,23355.0
2020-07-10,23355.0
2020-07-11,23457.0
2020-07-12,23391.0
2020-07-13,23197.7
2020-07-14,23197.7
2020-07-15,23315.7
2020-07-16,23197.7
2020-07-17,23669.5
2020-07-18,23315.0
2020-07-19,23339.0
2020-07-20,24455.9
