"Date","Price","Open","High","Low","Vol.","Change %"
"04/12/2024","22,800.0","22,900.0","22,950.0","22,650.0","455.90K","0.22%"
"04/11/2024","22,750.0","22,300.0","22,800.0","22,200.0","438.90K","0.66%"
"04/10/2024","22,600.0","23,250.0","23,300.0","22,600.0","455.90K","-1.09%"
"04/09/2024","22,850.0","22,500.0","22,900.0","22,150.0","572.30K","2.70%"
"04/08/2024","22,250.0","23,150.0","23,150.0","22,250.0","1.45M","-3.89%"
"04/05/2024","23,150.0","23,600.0","23,600.0","23,100.0","1.49M","-2.73%"
"04/04/2024","23,800.0","24,200.0","24,200.0","23,650.0","1.11M","-2.06%"
"04/03/2024","24,300.0","24,400.0","25,000.0","24,100.0","2.09M","0.41%"
"04/02/2024","24,200.0","24,200.0","24,300.0","23,850.0","1.26M","0.21%"
"04/01/2024","24,150.0","23,900.0","24,500.0","23,800.0","2.08M","2.11%"
"03/29/2024","23,650.0","23,300.0","23,750.0","23,100.0","669.60K","1.50%"
"03/28/2024","23,300.0","23,950.0","23,950.0","23,200.0","589.20K","-1.27%"
"03/27/2024","23,600.0","23,000.0","23,600.0","22,850.0","1.21M","3.28%"
"03/26/2024","22,850.0","22,900.0","23,150.0","22,750.0","807.10K","-0.87%"
"03/25/2024","23,050.0","23,300.0","23,550.0","22,800.0","1.21M","-1.71%"
"03/22/2024","23,450.0","23,700.0","24,000.0","23,300.0","1.19M","-0.64%"
"03/21/2024","23,600.0","23,850.0","24,000.0","23,600.0","1.29M","-0.42%"
"03/20/2024","23,700.0","24,050.0","24,050.0","23,600.0","498.90K","-0.84%"
"03/19/2024","23,900.0","23,400.0","24,400.0","23,050.0","1.41M","2.14%"
"03/18/2024","23,400.0","23,700.0","24,350.0","22,400.0","3.59M","-1.89%"
"03/15/2024","23,850.0","23,300.0","23,850.0","23,050.0","1.73M","2.80%"
"03/14/2024","23,200.0","24,350.0","24,450.0","23,200.0","2.56M","-4.33%"
"03/13/2024","24,250.0","24,200.0","24,950.0","23,950.0","3.12M","1.68%"
"03/12/2024","23,850.0","22,550.0","23,850.0","22,400.0","2.09M","6.95%"
"03/11/2024","22,300.0","21,800.0","22,750.0","21,800.0","1.48M","2.29%"
"03/08/2024","21,800.0","21,600.0","22,450.0","21,550.0","1.04M","0.69%"
"03/07/2024","21,650.0","21,650.0","22,100.0","21,100.0","716.70K","0.00%"
"03/06/2024","21,650.0","21,900.0","22,100.0","21,450.0","771.70K","-1.59%"
"03/05/2024","22,000.0","22,350.0","22,400.0","21,950.0","901.00K","-1.79%"
"03/04/2024","22,400.0","22,900.0","22,900.0","22,300.0","810.80K","-0.88%"
"03/01/2024","22,600.0","21,700.0","22,900.0","21,500.0","1.39M","4.15%"
"02/29/2024","21,700.0","22,200.0","22,400.0","21,600.0","833.40K","-2.25%"
"02/28/2024","22,200.0","22,550.0","22,550.0","21,850.0","624.40K","-0.67%"
"02/27/2024","22,350.0","21,900.0","22,600.0","21,700.0","2.13M","3.47%"
"02/26/2024","21,600.0","20,900.0","21,600.0","20,500.0","526.50K","3.35%"
"02/23/2024","20,900.0","21,400.0","21,600.0","20,200.0","710.10K","-2.34%"
"02/22/2024","21,400.0","21,500.0","21,700.0","21,400.0","382.00K","-0.47%"
"02/21/2024","21,500.0","21,200.0","21,950.0","21,200.0","563.90K","1.65%"
"02/20/2024","21,150.0","21,500.0","21,600.0","21,050.0","932.70K","-1.86%"
"02/19/2024","21,550.0","21,600.0","21,700.0","21,450.0","485.40K","-0.69%"
"02/16/2024","21,700.0","21,700.0","22,050.0","21,500.0","684.60K","0.70%"
"02/15/2024","21,550.0","21,900.0","22,000.0","21,550.0","412.40K","-1.37%"
"02/07/2024","21,850.0","21,650.0","22,200.0","21,600.0","749.40K","0.46%"
"02/06/2024","21,750.0","21,850.0","21,850.0","21,500.0","566.30K","-0.46%"
"02/05/2024","21,850.0","21,750.0","22,700.0","21,700.0","1.08M","0.69%"
"02/02/2024","21,700.0","22,100.0","22,100.0","21,500.0","600.40K","0.23%"
"02/01/2024","21,650.0","20,300.0","21,650.0","20,300.0","2.71M","6.91%"
"01/31/2024","20,250.0","20,500.0","20,800.0","20,200.0","901.30K","0.25%"
"01/30/2024","20,200.0","20,250.0","20,300.0","20,050.0","592.70K","0.50%"
"01/29/2024","20,100.0","19,500.0","20,700.0","19,500.0","988.70K","3.61%"
"01/26/2024","19,400.0","19,200.0","19,400.0","19,100.0","485.40K","1.57%"
"01/25/2024","19,100.0","19,150.0","19,350.0","19,050.0","367.00K","-0.26%"
"01/24/2024","19,150.0","19,000.0","19,400.0","19,000.0","450.10K","0.52%"
"01/23/2024","19,050.0","19,050.0","19,200.0","19,000.0","297.30K","0.00%"
"01/22/2024","19,050.0","19,200.0","19,300.0","19,000.0","1.09M","-1.30%"
"01/19/2024","19,300.0","19,400.0","19,500.0","19,050.0","525.40K","-0.26%"
"01/18/2024","19,350.0","19,100.0","19,350.0","19,000.0","757.50K","1.31%"
"01/17/2024","19,100.0","19,400.0","19,850.0","19,100.0","403.90K","0.00%"
"01/16/2024","19,100.0","18,850.0","19,300.0","18,850.0","486.00K","0.53%"
"01/15/2024","19,000.0","19,600.0","20,000.0","18,900.0","774.90K","-3.06%"
"01/12/2024","19,600.0","20,700.0","20,700.0","19,600.0","538.90K","-5.54%"
"01/11/2024","20,750.0","20,500.0","20,800.0","20,400.0","214.50K","1.22%"
"01/10/2024","20,500.0","20,800.0","20,800.0","20,450.0","308.80K","-1.44%"
"01/09/2024","20,800.0","20,750.0","20,900.0","20,650.0","253.20K","-0.48%"
"01/08/2024","20,900.0","21,000.0","21,000.0","20,800.0","507.70K","-0.24%"
"01/05/2024","20,950.0","21,250.0","21,250.0","20,500.0","548.90K","-0.71%"
"01/04/2024","21,100.0","21,500.0","21,600.0","21,100.0","518.30K","-0.71%"
"01/03/2024","21,250.0","20,850.0","21,550.0","20,600.0","747.80K","1.92%"
"01/02/2024","20,850.0","20,800.0","21,000.0","20,700.0","395.80K","0.00%"
"12/29/2023","20,850.0","20,450.0","20,850.0","20,450.0","619.70K","1.96%"
"12/28/2023","20,450.0","20,450.0","20,850.0","20,400.0","474.40K","-0.49%"
"12/27/2023","20,550.0","20,950.0","20,950.0","20,250.0","669.50K","-0.72%"
"12/26/2023","20,700.0","20,000.0","21,000.0","20,000.0","736.40K","4.02%"
"12/25/2023","19,900.0","19,750.0","19,900.0","19,600.0","395.20K","1.02%"
"12/22/2023","19,700.0","19,200.0","19,950.0","19,200.0","792.80K","3.68%"
"12/21/2023","19,000.0","18,950.0","19,000.0","18,700.0","150.90K","0.26%"
"12/20/2023","18,950.0","18,750.0","19,100.0","18,750.0","222.60K","1.07%"
"12/19/2023","18,750.0","18,600.0","18,900.0","18,500.0","198.70K","0.54%"
"12/18/2023","18,650.0","19,000.0","19,000.0","18,650.0","294.80K","-0.80%"
"12/15/2023","18,800.0","19,000.0","19,250.0","18,800.0","291.60K","-1.83%"
"12/14/2023","19,150.0","19,000.0","19,400.0","18,850.0","487.20K","1.32%"
"12/13/2023","18,900.0","19,400.0","19,400.0","18,800.0","667.20K","-2.33%"
"12/12/2023","19,350.0","19,400.0","19,550.0","19,100.0","335.70K","0.00%"
"12/11/2023","19,350.0","19,800.0","19,800.0","19,250.0","283.90K","-0.77%"
"12/08/2023","19,500.0","19,900.0","20,000.0","19,350.0","483.70K","-0.51%"
"12/07/2023","19,600.0","19,800.0","19,800.0","19,050.0","832.80K","0.26%"
"12/06/2023","19,550.0","19,000.0","19,550.0","18,750.0","1.17M","6.71%"
"12/05/2023","18,321.4","18,464.3","18,464.3","18,285.7","1.31M","-0.20%"
"12/04/2023","18,357.2","18,285.7","18,500.0","18,214.3","1.47M","-0.19%"
"12/01/2023","18,392.9","18,607.2","18,607.2","18,071.4","734.44K","-1.34%"
"11/30/2023","18,642.9","18,428.6","18,821.4","18,428.6","1.12M","1.75%"
"11/29/2023","18,321.4","18,642.9","18,678.6","18,071.4","902.72K","-1.54%"
"11/28/2023","18,607.2","18,750.0","18,750.0","18,071.4","783.16K","-0.57%"
"11/27/2023","18,714.3","18,642.9","19,285.7","18,464.3","1.07M","1.55%"
"11/24/2023","18,428.6","18,142.9","18,428.6","17,357.1","1.80M","1.57%"
"11/23/2023","18,142.9","19,785.7","19,785.7","18,142.9","1.02M","-6.96%"
"11/22/2023","19,500.0","18,964.3","19,785.7","18,964.3","1.23M","3.41%"
"11/21/2023","18,857.2","18,928.6","18,964.3","18,607.2","737.38K","0.19%"
"11/20/2023","18,821.4","17,785.7","19,107.2","17,535.7","1.39M","5.40%"
"11/17/2023","17,857.2","18,000.0","18,178.6","17,571.4","740.18K","0.20%"
"11/16/2023","17,821.4","16,714.3","17,821.4","16,607.1","1.32M","6.85%"
"11/15/2023","16,678.6","16,785.7","17,071.4","16,642.9","209.30K","0.00%"
"11/14/2023","16,678.6","16,642.9","16,857.1","16,428.6","151.48K","0.21%"
"11/13/2023","16,642.9","16,571.4","16,928.6","16,428.6","226.10K","-1.69%"
"11/10/2023","16,928.6","16,785.7","17,142.9","16,785.7","168.14K","-1.25%"
"11/09/2023","17,142.9","17,142.9","17,428.6","16,785.7","564.20K","0.00%"
"11/08/2023","17,142.9","16,714.3","17,214.3","16,535.7","314.30K","2.56%"
"11/07/2023","16,714.3","16,678.6","16,785.7","16,428.6","200.06K","0.21%"
"11/06/2023","16,678.6","16,392.9","16,678.6","16,250.0","253.68K","1.52%"
"11/03/2023","16,428.6","16,642.9","16,642.9","15,892.9","306.74K","2.22%"
"11/02/2023","16,071.4","15,357.1","16,071.4","15,142.9","241.50K","6.89%"
"11/01/2023","15,035.7","14,000.0","15,035.7","13,928.6","271.74K","6.85%"
"10/31/2023","14,071.4","14,071.4","14,214.3","13,571.4","326.06K","0.00%"
"10/30/2023","14,071.4","14,357.1","15,000.0","14,071.4","336.84K","-6.86%"
"10/27/2023","15,107.1","15,107.1","15,321.4","14,071.4","204.54K","0.00%"
"10/26/2023","15,107.1","15,892.9","15,928.6","15,107.1","458.22K","-6.83%"
"10/25/2023","16,214.3","16,464.3","16,714.3","16,071.4","224.00K","-1.09%"
"10/24/2023","16,392.9","15,928.6","16,428.6","15,928.6","99.68K","0.22%"
"10/23/2023","16,357.1","16,428.6","16,500.0","16,000.0","198.94K","-2.55%"
"10/20/2023","16,785.7","16,071.4","16,785.7","16,071.4","239.26K","1.29%"
"10/19/2023","16,571.4","16,428.6","16,571.4","15,857.1","483.56K","-2.11%"
"10/18/2023","16,928.6","18,214.3","18,214.3","15,857.1","983.36K","-0.63%"
"10/17/2023","17,035.7","18,428.6","18,428.6","17,035.7","607.88K","-6.84%"
"10/16/2023","18,285.7","17,928.6","18,500.0","17,928.6","835.66K","1.99%"
"10/13/2023","17,928.6","18,000.0","18,071.4","17,285.7","501.76K","-0.40%"
"10/12/2023","18,000.0","17,857.2","18,464.3","17,642.9","746.48K","2.65%"
"10/11/2023","17,535.7","16,392.9","17,535.7","16,392.9","1.41M","6.97%"
"10/10/2023","16,392.9","16,285.7","16,392.9","16,214.3","293.86K","0.88%"
"10/09/2023","16,250.0","16,357.1","16,428.6","16,071.4","338.94K","-0.65%"
"10/06/2023","16,357.1","16,214.3","16,357.1","15,785.7","139.16K","0.66%"
"10/05/2023","16,250.0","16,285.7","16,428.6","15,785.7","150.50K","-0.22%"
"10/04/2023","16,285.7","16,000.0","16,357.1","15,785.7","129.08K","0.00%"
"10/03/2023","16,285.7","16,214.3","16,571.4","15,857.1","173.60K","-2.56%"
"10/02/2023","16,714.3","16,607.1","16,714.3","16,250.0","87.36K","0.65%"
"09/29/2023","16,607.1","16,000.0","16,714.3","16,000.0","102.20K","0.65%"
"09/28/2023","16,500.0","16,428.6","16,714.3","15,928.6","209.16K","-0.86%"
"09/27/2023","16,642.9","15,821.4","16,642.9","15,571.4","237.16K","4.25%"
"09/26/2023","15,964.3","15,428.6","16,071.4","15,428.6","206.78K","0.22%"
"09/25/2023","15,928.6","16,500.0","16,500.0","15,642.9","537.88K","-3.88%"
"09/22/2023","16,571.4","16,750.0","17,107.1","16,500.0","375.48K","-2.73%"
"09/21/2023","17,035.7","17,214.3","17,214.3","16,857.1","235.48K","-1.04%"
"09/20/2023","17,214.3","17,357.1","17,571.4","16,857.1","273.56K","0.42%"
"09/19/2023","17,142.9","17,142.9","17,142.9","16,642.9","111.44K","0.00%"
"09/18/2023","17,142.9","16,857.1","17,142.9","16,571.4","389.34K","-1.84%"
"09/15/2023","17,464.3","17,785.7","17,785.7","17,214.3","404.04K","-2.00%"
"09/14/2023","17,821.4","17,964.3","18,071.4","17,392.9","482.72K","-0.80%"
"09/13/2023","17,964.3","18,142.9","18,142.9","17,428.6","840.98K","3.07%"
"09/12/2023","17,428.6","17,285.7","17,428.6","16,857.1","476.84K","1.46%"
"09/11/2023","17,178.6","17,250.0","17,642.9","16,821.4","507.36K","0.00%"
"09/08/2023","17,178.6","16,785.7","17,214.3","16,714.3","696.92K","2.78%"
"09/07/2023","16,714.3","17,535.7","17,535.7","16,500.0","1.05M","-3.70%"
"09/06/2023","17,357.1","17,750.0","17,785.7","17,142.9","634.34K","-2.41%"
"09/05/2023","17,785.7","18,178.6","18,178.6","17,321.4","482.58K","-1.39%"
"08/31/2023","18,035.7","17,892.9","18,285.7","17,857.2","557.90K","2.23%"
"08/30/2023","17,642.9","17,464.3","17,642.9","17,142.9","525.42K","2.49%"
"08/29/2023","17,214.3","17,571.4","17,714.3","17,214.3","319.90K","-1.63%"
"08/28/2023","17,500.0","17,357.1","17,500.0","17,071.4","456.54K","1.45%"
"08/25/2023","17,250.0","17,642.9","17,678.6","17,214.3","393.54K","-3.01%"
"08/24/2023","17,785.7","17,857.2","17,857.2","17,000.0","878.92K","0.40%"
"08/23/2023","17,714.3","16,857.1","17,821.4","16,857.1","874.44K","5.31%"
"08/22/2023","16,821.4","15,714.3","16,821.4","15,714.3","1.01M","6.80%"
"08/21/2023","15,750.0","15,000.0","15,857.1","15,000.0","696.92K","4.01%"
"08/18/2023","15,142.9","15,035.7","15,500.0","14,785.7","926.24K","0.71%"
"08/17/2023","15,035.7","15,000.0","15,071.4","14,714.3","530.32K","0.00%"
"08/16/2023","15,035.7","14,642.9","15,071.4","14,357.1","480.90K","0.72%"
"08/15/2023","14,928.6","14,964.3","14,964.3","14,714.3","301.42K","0.48%"
"08/14/2023","14,857.1","14,785.7","14,892.9","14,285.7","555.38K","1.22%"
"08/11/2023","14,678.6","14,214.3","14,678.6","14,142.9","854.84K","2.75%"
"08/10/2023","14,285.7","14,357.1","14,642.9","14,107.1","616.14K","-2.44%"
"08/09/2023","14,642.9","14,250.0","14,642.9","14,071.4","853.72K","4.59%"
"08/08/2023","14,000.0","13,500.0","14,000.0","13,500.0","654.36K","3.70%"
"08/07/2023","13,500.0","13,714.3","13,928.6","13,285.7","585.76K","-1.56%"
"08/04/2023","13,714.3","12,857.1","13,714.3","12,857.1","792.54K","6.67%"
"08/03/2023","12,857.1","12,714.3","12,857.1","12,500.0","820.96K","2.86%"
"08/02/2023","12,500.0","12,285.7","12,500.0","12,035.7","2.15M","1.74%"
"08/01/2023","12,285.7","11,928.6","12,428.6","11,928.6","1.33M","3.93%"
"07/31/2023","11,821.4","11,214.3","11,821.4","11,178.6","1.60M","6.77%"
"07/28/2023","11,071.4","10,785.7","11,071.4","10,750.0","829.08K","2.65%"
"07/27/2023","10,785.7","10,785.7","10,785.7","10,571.4","420.56K","1.00%"
"07/26/2023","10,678.6","11,000.0","11,000.0","10,642.9","514.64K","-1.97%"
"07/25/2023","10,892.9","10,928.6","11,000.0","10,714.3","371.84K","0.00%"
"07/24/2023","10,892.9","10,928.6","11,071.4","10,857.1","438.48K","-0.33%"
"07/21/2023","10,928.6","10,642.9","11,000.0","10,642.9","820.54K","2.68%"
"07/20/2023","10,642.9","10,714.3","10,714.3","10,500.0","391.44K","-0.67%"
"07/19/2023","10,714.3","10,928.6","10,928.6","10,678.6","378.70K","-1.32%"
"07/18/2023","10,857.1","10,928.6","11,000.0","10,821.4","517.16K","-0.98%"
"07/17/2023","10,964.3","10,964.3","11,107.1","10,892.9","699.30K","0.00%"
"07/14/2023","10,964.3","10,857.1","10,964.3","10,714.3","995.40K","1.66%"
"07/13/2023","10,785.7","10,428.6","10,785.7","10,357.1","988.12K","3.42%"
"07/12/2023","10,428.6","10,535.7","10,571.4","10,357.1","633.08K","-1.02%"
"07/11/2023","10,535.7","10,321.4","10,535.7","10,178.6","1.36M","3.51%"
"07/10/2023","10,178.6","10,000.0","10,178.6","9,928.6","886.06K","2.52%"
"07/07/2023","9,928.6","10,000.0","10,000.0","9,821.4","434.98K","0.00%"
"07/06/2023","9,928.6","9,857.1","10,071.4","9,857.1","1.20M","0.73%"
"07/05/2023","9,857.1","9,571.4","9,928.6","9,571.4","985.60K","3.37%"
"07/04/2023","9,535.7","9,642.9","9,642.9","9,464.3","288.82K","0.38%"
"07/03/2023","9,500.0","9,607.1","9,678.6","9,500.0","197.40K","-1.11%"
"06/30/2023","9,607.1","9,607.1","9,714.3","9,464.3","114.52K","0.00%"
"06/29/2023","9,607.1","9,785.7","9,857.1","9,571.4","430.50K","-2.18%"
"06/28/2023","9,821.4","9,750.0","9,892.9","9,714.3","342.30K","0.36%"
"06/27/2023","9,785.7","9,964.3","9,964.3","9,785.7","420.84K","-1.44%"
"06/26/2023","9,928.6","9,571.4","9,928.6","9,500.0","593.74K","2.96%"
"06/23/2023","9,642.9","9,535.7","9,642.9","9,428.6","291.90K","0.75%"
"06/22/2023","9,571.4","9,642.9","9,678.6","9,535.7","396.06K","0.37%"
"06/21/2023","9,535.7","9,428.6","9,571.4","9,392.9","422.38K","1.14%"
"06/20/2023","9,428.6","9,285.7","9,535.7","9,285.7","179.62K","0.00%"
"06/19/2023","9,428.6","9,500.0","9,500.0","9,285.7","210.56K","0.76%"
"06/16/2023","9,357.1","9,535.7","9,535.7","9,357.1","570.22K","-1.87%"
"06/15/2023","9,535.7","9,535.7","9,571.4","9,392.9","257.74K","0.00%"
"06/14/2023","9,535.7","9,642.9","9,714.3","9,428.6","430.36K","-1.11%"
"06/13/2023","9,642.9","9,750.0","9,785.7","9,607.1","449.54K","0.00%"
"06/12/2023","9,642.9","9,357.1","9,714.3","9,357.1","656.88K","3.05%"
"06/09/2023","9,357.1","9,285.7","9,428.6","9,142.9","581.98K","0.77%"
"06/08/2023","9,285.7","9,642.9","9,785.7","9,285.7","762.16K","-3.70%"
"06/07/2023","9,642.9","10,000.0","10,035.7","9,642.9","1.30M","-3.57%"
"06/06/2023","10,000.0","9,892.9","10,035.7","9,892.9","321.44K","0.00%"
"06/05/2023","10,000.0","10,035.7","10,035.7","9,821.4","819.14K","1.08%"
"06/02/2023","9,892.9","9,928.6","10,000.0","9,714.3","455.28K","0.36%"
"06/01/2023","9,857.1","9,928.6","9,928.6","9,750.0","263.06K","0.00%"
"05/31/2023","9,857.1","9,964.3","10,000.0","9,857.1","738.08K","-1.43%"
"05/30/2023","10,000.0","10,107.1","10,285.7","9,928.6","355.46K","-1.06%"
"05/29/2023","10,107.1","10,071.4","10,321.4","9,928.6","340.76K","1.07%"
"05/26/2023","10,000.0","10,035.7","10,107.1","9,857.1","342.86K","-0.36%"
"05/25/2023","10,035.7","10,107.1","10,107.1","9,928.6","385.98K","-0.71%"
"05/24/2023","10,107.1","10,357.1","10,357.1","10,107.1","739.34K","0.00%"
"05/23/2023","10,107.1","10,071.4","10,107.1","9,964.3","403.90K","0.35%"
"05/22/2023","10,071.4","10,285.7","10,285.7","9,928.6","330.54K","-0.70%"
"05/19/2023","10,142.9","10,178.6","10,214.3","9,964.3","343.70K","-0.35%"
"05/18/2023","10,178.6","9,857.1","10,178.6","9,821.4","612.50K","2.89%"
"05/17/2023","9,892.9","9,642.9","9,928.6","9,571.4","362.32K","2.97%"
"05/16/2023","9,607.1","9,678.6","9,750.0","9,571.4","490.84K","-0.74%"
"05/15/2023","9,678.6","10,071.4","10,142.9","9,678.6","727.58K","-3.90%"
"05/12/2023","10,071.4","10,142.9","10,142.9","9,928.6","363.30K","-1.05%"
"05/11/2023","10,178.6","10,428.6","10,535.7","10,142.9","575.12K","0.35%"
"05/10/2023","10,142.9","10,107.1","10,214.3","9,964.3","429.24K","0.00%"
"05/09/2023","10,142.9","10,142.9","10,214.3","9,928.6","365.96K","0.00%"
"05/08/2023","10,142.9","10,107.1","10,714.3","10,071.4","691.18K","0.71%"
"05/05/2023","10,071.4","10,285.7","10,357.1","9,928.6","692.86K","0.00%"
"05/04/2023","10,071.4","9,500.0","10,071.4","9,500.0","771.96K","6.82%"
"04/28/2023","9,428.6","9,392.9","9,535.7","9,357.1","384.86K","0.38%"
"04/27/2023","9,392.9","9,464.3","9,500.0","9,285.7","407.54K","-0.75%"
"04/26/2023","9,464.3","9,285.7","9,464.3","9,178.6","354.48K","1.92%"
"04/25/2023","9,285.7","9,607.1","9,607.1","9,214.3","350.70K","-2.98%"
"04/24/2023","9,571.4","9,821.4","9,821.4","9,464.3","198.24K","-1.11%"
"04/21/2023","9,678.6","9,714.3","9,714.3","9,500.0","385.70K","0.74%"
"04/20/2023","9,607.1","9,285.7","9,857.1","9,250.0","384.16K","3.46%"
"04/19/2023","9,285.7","9,285.7","9,285.7","9,178.6","415.10K","0.77%"
"04/18/2023","9,214.3","9,107.1","9,214.3","9,035.7","272.44K","2.38%"
"04/17/2023","9,000.0","9,142.9","9,392.9","9,000.0","494.34K","-3.45%"
"04/14/2023","9,321.4","9,571.4","9,642.9","9,250.0","567.98K","-2.61%"
"04/13/2023","9,571.4","9,750.0","9,750.0","9,535.7","243.04K","-1.83%"
"04/12/2023","9,750.0","9,857.1","9,857.1","9,678.6","334.04K","-0.73%"
"04/11/2023","9,821.4","9,857.1","9,857.1","9,607.1","249.20K","-0.36%"
"04/10/2023","9,857.1","10,000.0","10,214.3","9,678.6","892.64K","0.36%"
"04/07/2023","9,821.4","9,714.3","9,821.4","9,607.1","293.86K","0.00%"
"04/06/2023","9,821.4","10,000.0","10,000.0","9,714.3","678.02K","0.00%"
"04/05/2023","9,821.4","9,857.1","9,892.9","9,714.3","361.48K","-0.72%"
"04/04/2023","9,892.9","9,821.4","9,928.6","9,678.6","430.22K","-0.36%"
"04/03/2023","9,928.6","9,928.6","10,000.0","9,714.3","723.10K","1.83%"
"03/31/2023","9,750.0","9,607.1","9,821.4","9,428.6","578.48K","2.25%"
"03/30/2023","9,535.7","8,928.6","9,535.7","8,928.6","1.63M","6.80%"
"03/29/2023","8,928.6","8,928.6","8,928.6","8,785.7","101.78K","1.22%"
"03/28/2023","8,821.4","9,000.0","9,000.0","8,821.4","186.76K","-1.98%"
"03/27/2023","9,000.0","9,000.0","9,000.0","8,821.4","157.50K","0.00%"
"03/24/2023","9,000.0","9,000.0","9,071.4","8,892.9","165.62K","-0.79%"
"03/23/2023","9,071.4","8,928.6","9,071.4","8,857.1","63.84K","0.00%"
"03/22/2023","9,071.4","9,071.4","9,071.4","8,928.6","253.54K","0.40%"
"03/21/2023","9,035.7","9,000.0","9,071.4","8,714.3","289.10K","0.40%"
"03/20/2023","9,000.0","9,071.4","9,107.1","8,892.9","326.62K","-0.79%"
"03/17/2023","9,071.4","9,142.9","9,178.6","9,000.0","257.32K","-0.78%"
"03/16/2023","9,142.9","9,178.6","9,214.3","8,928.6","238.98K","-0.39%"
"03/15/2023","9,178.6","8,928.6","9,178.6","8,857.1","327.04K","5.76%"
"03/14/2023","8,678.6","9,000.0","9,178.6","8,678.6","301.56K","-5.45%"
"03/13/2023","9,178.6","9,035.7","9,214.3","9,035.7","509.74K","-0.39%"
"03/10/2023","9,214.3","9,142.9","9,214.3","9,107.1","859.04K","0.78%"
"03/09/2023","9,142.9","9,071.4","9,214.3","9,035.7","704.90K","1.19%"
"03/08/2023","9,035.7","8,928.6","9,035.7","8,714.3","309.26K","1.20%"
"03/07/2023","8,928.6","8,785.7","8,928.6","8,714.3","217.56K","1.63%"
"03/06/2023","8,785.7","8,857.1","8,857.1","8,678.6","146.16K","0.00%"
"03/03/2023","8,785.7","8,785.7","8,928.6","8,714.3","124.88K","-0.81%"
"03/02/2023","8,857.1","9,142.9","9,142.9","8,821.4","292.04K","-3.13%"
"03/01/2023","9,142.9","8,714.3","9,178.6","8,571.4","517.30K","4.07%"
"02/28/2023","8,785.7","8,357.1","8,785.7","8,357.1","489.30K","5.13%"
"02/27/2023","8,357.1","8,571.4","8,571.4","8,357.1","381.36K","-0.85%"
"02/24/2023","8,428.6","8,500.0","8,714.3","8,428.6","177.94K","-3.67%"
"02/23/2023","8,750.0","8,642.9","8,892.9","8,250.0","563.50K","-1.21%"
"02/22/2023","8,857.1","9,285.7","9,285.7","8,714.3","504.98K","-3.88%"
"02/21/2023","9,214.3","9,357.1","9,357.1","9,071.4","619.08K","-1.53%"
"02/20/2023","9,357.1","9,071.4","9,357.1","8,928.6","695.24K","3.97%"
"02/17/2023","9,000.0","8,571.4","9,142.9","8,571.4","861.42K","4.13%"
